 ;DAFTAR ITEM;;;;;;;;;;;
;;;;;;;;;;;;
;TOKO OBAT NAUFAL;;;;;;;;;;;
;Jl. Masjid At-Taqwa Grand Cibubur;;;;;;;;;;;
;0858 1499 9924;;;;;;;;;;;
;-;;;;;;;;;;;
 ;;;;;;;;;;;;
Kode Item;Kode Barcode;Nama Item;Jenis;Merek;Stok;Satuan;Harga Beli;Harga Jual;Stok Min;Rak;Supplier;Keterangan
 ;;;;;;;;;;;;
.;;.;OBAT;SIDOMUNCUL;1.053;PCS;0;0;0;;;
0001111;;NOVASTAN 60 ML;OBAT;PT MUTIFA;40;BOTOL;7.500;13.000;0;;;
0002;;BULU MATA MAGNET MANGKOK;BULUMATA;NO MEREK;0;PCS;30.000;50.000;0;;;
0002 AMOXSAN;;AMOXSAN FORTE SIRUP KERING 60ML;OBAT;PT CAPRI;9;BOTOL;35.000;42.000;0;;;
0003 ROL RAMBUT;;ROLL RAMBUT BESAR;ALAT MAKE UP;NO MEREK;13;PCS;3.400;10.000;0;;;
001110;;SUSU ETAWAFRESH;SUSU;NO MEREK;-1;BOX;40.000;50.000;0;;;
003;;LIP BALM PIDANXIA;LIPSTIK/LIPCREAM/LIPTIN/LIPBLAM;NO MEREK;-43;PCS;3.600;6.000;0;;;
00569;;SOFTLENS ICE;SOFLEN;ICE;31;PCS;37.000;60.000;0;;;
0100707387509484;;TEGADERM UK 6 CM X 7 CM;ALKES;TEGADERM;1;PCS;6.000;12.000;0;;;
0100707387509507;;TEGADERM UK 10 CM X 12 CM;ALKES;TEGADERM;1;PCS;15.000;20.000;0;;;
010190033044;;X2 BLUE 16mm;SOFLEN;X2;-2;PCS;45.000;70.000;0;;;
010190033046;;X2 CHIC;SOFLEN;X2;0;PCS;45.000;70.000;0;;;
010340033146;;THE NUDE LENS ICE BIRU;SOFLEN;ICE;-7;PCS;34.000;60.000;0;;;
010340033171;;SOFTLENS ICE BLUE DIAMETER 16MM;SOFLEN;ICE;-23;PCS;37.000;60.000;0;;;
010340066123;;ICE THE NUDE LENS 16mm GREEN;SOFLEN;ICE;-18;PCS;34.000;60.000;0;;;
010340066140;;SOFTLENS ICE GREEN DIAMETER 16;SOFLEN;ICE;-5;PCS;34.000;60.000;0;;;
010340099144;;ICE THE NUDE LENS GREY;SOFLEN;ICE;19;PCS;34.000;60.000;0;;;
010340099215;;ICE NUDE LENS GREY;SOFLEN;ICE;15;PCS;34.000;60.000;0;;;
010340099233;010340099186 ;SOFTLENS ICE GREY;SOFLEN;ICE;3;PCS;37.000;60.000;0;;;
010340132125;;ICE THE NUDE LENS HAZEL;SOFLEN;ICE;17;PCS;34.000;60.000;0;;;
010340132130;;ICE THE NUDE LENS 16mm HAZEL;SOFLEN;ICE;-1;PCS;33.000;60.000;0;;;
010340132149;;SOFTLENS ICE NO 8 HAZEL;SOFLEN;ICE;4;PCS;37.000;60.000;0;;;
010340132243;;THE NUDE LENS ICE HAZEL;SOFLEN;ICE;4;PCS;37.000;60.000;0;;;
010340157193;;SOFTLENS ICE PINK;SOFLEN;ICE;-2;PCS;34.000;60.000;0;;;
010370033063;;ICE THE NUDE LENS 16mm BLACK;SOFLEN;ICE;-14;PCS;35.000;60.000;0;;;
010370033065;;ICE THE NUDE LENS BLACK;SOFLEN;ICE;51;PCS;35.000;60.000;0;;;
010370033075;;SOFTLENS ICE ITEM;SOFLEN;ICE;1;PCS;34.000;60.000;0;;;
010370033088;;SOFLENS ICE BLACK;SOFLEN;ICE;19;PCS;37.000;60.000;0;;;
011070001068;;SOFTLENS DARLING HITAM;SOFLEN;DARLING;-3;PCS;24.000;50.000;0;;;
011070001088;;SOFTLENS MY DARLING ITEM;SOFLEN;DARLING;-15;PCS;23.000;50.000;0;;;
011070001166;;SOFTLENS DARLING BLACK DIA 16MM;SOFLEN;DARLING;-15;PCS;23.000;50.000;0;;;
011070001177;;BIG EYES DARLING BLACK;SOFLEN;DARLING;-3;PCS;24.000;50.000;0;;;
011070034097;;SOFTLENS DARLING BLUE;SOFLEN;DARLING;20;PCS;24.000;50.000;0;;;
011070067171;;SOFTLENS DARLING BROWN;SOFLEN;DARLING;44;PCS;24.000;50.000;0;;;
011070100103;;SOFTLENS DARLING;SOFLEN;DARLING;24;PCS;24.000;50.000;0;;;
011070100169;;SOFTLENS DARLING GRAY;SOFLEN;DARLING;16;PCS;24.000;45.000;0;;;
011070100180;;BIG EYES DARLING GREY;SOFLEN;DARLING;30;PCS;23.000;50.000;0;;;
011090001100;;SOFTLENS INNOCENT BLACK;SOFLEN;NO MEREK;-2;PCS;23.000;50.000;0;;;
011090034095;;SOFTLENS INNOCENT BLUE DIA 16MM;SOFLEN;NO MEREK;3;PCS;23.000;50.000;0;;;
011090067101;;SOFTLENS INNOCENT BROWN DIA 16MM;SOFLEN;NO MEREK;-1;PCS;23.000;50.000;0;;;
011090100102;;SOFTLENS INNOCENT GREY DIA 16MM;SOFLEN;NO MEREK;5;PCS;23.000;50.000;0;;;
011110001194;;SOFTLENS K.POP BLACK DIA 16;SOFLEN;K.POP;6;PCS;24.000;40.000;0;;;
011110034189;;SOFTLEN K.POP BIRU DIA 16;SOFLEN;K.POP;1;PCS;23.000;40.000;0;;;
011110067184;;SOFTLENS K.POP BROWN DIA 16MM;SOFLEN;K.POP;-4;PCS;23.000;40.000;0;;;
011110100084;;SOFTLENS K.POP GREY DIA 16MM;SOFLEN;K.POP;3;PCS;23.000;50.000;0;;;
011160034005;;SOFLEN BABE;SOFLEN;BABE;-5;PCS;23.000;50.000;0;;;
011270001016;;SOFLEN RUSSIAN LUGHT GREY;SOFLEN;RUSSIAN;-3;PCS;22.000;50.000;0;;;
011270034017;;SOFLEN RUSSIAN GREY;SOFLEN;RUSSIAN;-3;PCS;22.000;50.000;0;;;
011270067026;;SOFLEN RUSSIAN BROWN;SOFLEN;RUSSIAN;-1;PCS;22.000;50.000;0;;;
011270100019;;SOFLEN RUSSIAN BLUE;SOFLEN;RUSSIAN;-1;PCS;22.000;50.000;0;;;
0123;;TISSUE SUPER MAGIC;TISSU;SUPER MAGIC;546;PCS;2.000;5.000;0;;;
0130382903020233;;BD PRECISION GLIDE TM NEEDLE 24G;JARUM;BD MEDICAL;100;PCS;500;1.000;0;;;
01348060175098741724123110200125C;;TERUMO NEEDLE 27gX1/2;JARUM;TERUMO;-53;PCS;1.000;2.000;0;;;
01348060175099421724113010191205B;;TERUMO NEEDLE 24gX1;JARUM;TERUMO;144;PCS;600;2.000;0;;;
014779000888;;GALENCO EYELASH CURLER;JEPIT;NO MEREK;-1;PCS;6.000;10.000;0;;;
041554033014;;MASCARA MYBELLINE KW PINK;MASCARA;MYBELLINE;-3;PCS;13.400;22.000;0;;;
041554033021;;MASKARA MAYBELIN KW KUNING;MASCARA;MYBELLINE;11;PCS;5.000;14.000;0;;;
041554033038;;MASCARA MY BELLINE KW HITAM;MASCARA;MYBELLINE;-3;PCS;13.400;22.000;0;;;
065821681689;;JEPIT BULU MATA HUDA;JEPIT;NO MEREK;8;PCS;4.700;10.000;0;;;
067238891183;;SABUN BATANG DOVE PINK BEAUTY BAR 100G;SABUN BATANG;DOVE;-1;PCS;6.000;10.000;0;;;
074764302311;;LEM BULUMATA EYELASH;LEM;NO MEREK;-2;PCS;70.000;75.000;0;;;
081364361686;;OBIA;OBAT;PT BAYER;-5;BOTOL;80.000;90.000;0;;;
081364361693;;OBAT BATUK IBU DAN ANAK  100 GR;OBAT;CIANXIU;7;BOTOL;52.000;57.000;0;;;
081364361709;;OBIA SYRUP 75ML;OBAT;PT SENTOSA KARYA GEMILANG;10;BOTOL;29.500;35.000;0;;;
081376022223;;SERUM COLLAGEN 30ML;SERUM WAJAH;COLLAGEN;59;PCS;16.700;23.000;0;;;
081376111111;;COLLAGEN PLUS VIT E DAY&NUGHT CREAM;CREAM WAJAH;COLLAGEN;80;PCS;11.700;20.000;0;;;
0BAT 0005;;FIRDAUS OIL20ML;OBAT;FIRDAUS;-2;PCS;45.000;50.000;0;;;
1024220150498;;MIX SAGA TETES;OBAT;JAMU;5;BOTOL;22.000;30.000;0;;;
1108010001006;;IMPLORA HAIR COLOR 01 BLEACHING;CAT RAMBUT;IMPLORA;-2;PCS;10.000;12.000;0;;;
1108020002000;;IMPLORA HAIR COLOR 02 NATURAL BLACK;CAT RAMBUT;IMPLORA;-10;PCS;10.000;12.000;0;;;
1108100010000;;IMPLORA HAIR COLOR 10 BRONZE;CAT RAMBUT;IMPLORA;-4;PCS;10.000;12.000;0;;;
1108110011004;;IMPLORA HAIR COLOR 11 ASH GREY;CAT RAMBUT;IMPLORA;-6;PCS;10.000;12.000;0;;;
1108130212009;.;IMPLORA HAIR COLOR SHAMPOO BLACK;SEMIR RAMBUT;IMPLORA;-45;PCS;10.000;12.000;0;;;
111000088600;;SOFTLENS LOVELY DIAM 14,4 M BLACK;SOFLEN;LIVING COLOR;-3;PCS;21.600;50.000;0;;;
1111105385318;;AUTOCHECK AU;CEK;AUTOCHECK;16;BOTOL;95.000;100.000;0;;;
112000088100;;SOFTLENS LOVELY DIAM 14.4 GRAY;SOFLEN;LIVING COLOR;-4;PCS;21.600;50.000;0;;;
112000088400;;SOFTLENS LOVELY VIOLET;SOFLEN;NO MEREK;0;PCS;22.000;35.000;0;;;
112000088500;;LIVING COLOR DIA 14.4 GREEN;SOFLEN;LIVING COLOR;-3;PCS;22.000;35.000;0;;;
1202010000035;;BLUSH ON IMPLORA CORAL PEACH;EYESHADOW/BLUSHON/CONTOUR/HIGHLITER;IMPLORA;-1;PCS;15.000;22.000;0;;;
1202010000042;;BUSH ON IMPLORA DUSTY ROSE;EYELINER;IMPLORA;-2;PCS;15.000;22.000;0;;;
1202010000165;;BUSH ON IMPLORA PINK CANDY;EYELINER;IMPLORA;-6;PCS;15.000;22.000;0;;;
1202010000196;;BUSH ON IMPLORA SWEET SALMON;EYELINER;IMPLORA;-6;PCS;15.000;22.000;0;;;
1205030000160;;EYELINER PEN IMPLORA;EYELINER;IMPLORA;2;PCS;17.500;23.000;0;;;
1212040001001;;IMPLORA URBAN LIP CREAM MATTE DUSKY NUDE;LIPSTIK/LIPCREAM/LIPTIN/LIPBLAM;IMPLORA;108;PCS;15.500;21.000;0;;;
1212040002008;;IMPLORA URBAN LIP CREAM MATTE TERRA COTTA;LIPSTIK/LIPCREAM/LIPTIN/LIPBLAM;IMPLORA;124;PCS;15.500;21.000;0;;;
